OBJECTID,Join_Count,TARGET_FID,Field1,lat,lon,diam,radius,BUFF_DIST,ORIG_FID,Group_ID,Central_La,Central_Lo,Geodesic_a,Shape_Length,Shape_Area
1162,0,1162,1,4.42075299,-22.78179166,9.213934,4.606967 Kilometer,4606.967,1161,,,,,0.680849315,0.036883152
1163,0,1163,1,13.62522623,-43.9718606,9.20072,4.60036 Kilometer,4600.36,1162,,,,,0.688723803,0.037729838
1164,0,1164,1,13.86472603,-43.4199616,9.19132,4.59566 Kilometer,4595.66,1163,,,,,0.688379659,0.037691302
1165,0,1165,1,29.62691009,-22.1776597,9.18694,4.59347 Kilometer,4593.47,1164,,,,,0.729708359,0.042056637
1166,0,1166,1,8.155301637,-65.7307641,9.16808,4.58404 Kilometer,4584.04,1165,,,,,0.679911116,0.036780271
1167,0,1167,1,29.83600877,-45.0110604,9.16782,4.58391 Kilometer,4583.91,1166,,,,,0.729029093,0.041969146
1168,1,1168,1,8.254101251,-72.1480614,9.1658,4.5829 Kilometer,4582.9,1167,7156,8.224,-72.062,16.457,0.67982719,0.036771121
1169,0,1169,1,27.0773949,-43.21606523,9.145774,4.572887 Kilometer,4572.887,1168,,,,,0.716942172,0.040691467
1170,0,1170,1,-9.472679491,-64.82053906,9.130114,4.565057 Kilometer,4565.057,1169,,,,,0.678314484,0.036606562
1171,0,1171,1,-0.334557318,-26.7220608,9.1258,4.5629 Kilometer,4562.9,1170,,,,,0.673337549,0.036073903
1172,0,1172,1,7.612928493,-67.79380724,9.113532,4.556766 Kilometer,4556.766,1171,,,,,0.675419145,0.036296153
1173,0,1173,1,29.51451058,-41.2651612,9.11323,4.556615 Kilometer,4556.615,1172,,,,,0.723408212,0.041338275
1174,0,1174,1,-9.669839365,-40.02410041,9.109845,4.5549225 Kilometer,4554.9225,1173,,,,,0.677006412,0.03646522
1175,0,1175,1,11.75202772,-55.2975594,9.10025,4.550125 Kilometer,4550.125,1174,,,,,0.678653051,0.036639467
1176,0,1176,1,32.36264033,-65.96811903,9.09856,4.54928 Kilometer,4549.28,1175,,,,,0.734343983,0.04245187
1177,0,1177,1,-9.536818512,-35.92788696,9.094179,4.5470895 Kilometer,4547.0895,1176,,,,,0.675708046,0.036325639
1178,0,1178,1,12.38372779,-29.5696599,9.07884,4.53942 Kilometer,4539.42,1177,,,,,0.677868233,0.036553329
1179,0,1179,1,7.065904688,-45.17067557,9.066649,4.5333245 Kilometer,4533.3245,1178,,,,,0.671528986,0.035879525
1180,0,1180,1,-9.051454133,-64.0633599,9.06248,4.53124 Kilometer,4531.24,1179,,,,,0.672881563,0.03602287
1181,0,1181,1,31.03886723,-25.24005203,9.06155,4.530775 Kilometer,4530.775,1180,,,,,0.725531896,0.041510577
1182,0,1182,1,-10.74045186,-43.4493615,9.04846,4.52423 Kilometer,4524.23,1181,,,,,0.673590096,0.03609667
1183,1,1183,1,20.23195495,-48.26188554,9.04143,4.520715 Kilometer,4520.715,1182,1077,20.177,-48.203,14.318,0.689214062,0.037737626
1184,0,1184,1,17.76246027,-28.63898003,9.040569,4.5202845 Kilometer,4520.2845,1183,,,,,0.68383947,0.037174615
1185,0,1185,1,1.996146675,-41.441362,9.03723,4.518615 Kilometer,4518.615,1184,,,,,0.666998631,0.035397815
1186,0,1186,1,13.64802616,-54.7397591,9.03267,4.516335 Kilometer,4516.335,1185,,,,,0.676177031,0.036367534
1187,0,1187,1,35.65603413,-47.64538835,9.016634,4.508317 Kilometer,4508.317,1186,,,,,0.7440095,0.043340225
1188,0,1188,1,31.5236105,-31.616746,9.01511,4.507555 Kilometer,4507.555,1187,,,,,0.723889338,0.041297924
1189,0,1189,1,12.10252782,-43.2203614,9.00556,4.50278 Kilometer,4502.78,1188,,,,,0.672032681,0.035927346
1190,0,1190,1,3.16359452,-63.8094855,9.005147,4.5025735 Kilometer,4502.5735,1189,,,,,0.664936143,0.035179214
1191,0,1191,1,12.67032786,-29.5813614,8.98599,4.492995 Kilometer,4492.995,1190,,,,,0.671314652,0.035849165
1192,0,1192,1,5.997302252,-44.69628968,8.984382,4.492191 Kilometer,4492.191,1191,,,,,0.66472154,0.035156074
1193,0,1193,1,-3.727459336,-37.77691448,8.97829,4.489145 Kilometer,4489.145,1192,,,,,0.663149089,0.034990278
1194,0,1194,1,31.37715875,-40.4112528,8.975191,4.4875955 Kilometer,4487.5955,1193,,,,,0.720053352,0.040868896
1195,0,1195,1,7.057802485,-55.0920617,8.97429,4.487145 Kilometer,4487.145,1194,,,,,0.664681828,0.035151508
1196,0,1196,1,33.58207226,-40.34024061,8.973782,4.486891 Kilometer,4486.891,1195,,,,,0.729950144,0.041869461
1197,0,1197,1,3.775132352,-23.97187693,8.969753,4.4848765 Kilometer,4484.8765,1196,,,,,0.662536636,0.034925674
1198,0,1198,1,0.886742641,-44.4356591,8.95909,4.479545 Kilometer,4479.545,1197,,,,,0.66106969,0.034771247
1199,0,1199,1,-1.602660259,-35.4819619,8.95661,4.478305 Kilometer,4478.305,1198,,,,,0.660976433,0.034761435
1200,0,1200,1,30.39970928,-38.75986953,8.95602,4.47801 Kilometer,4478.01,1199,,,,,0.714441433,0.040281287
1201,0,1201,1,-8.000434625,-22.0661599,8.9545,4.47725 Kilometer,4477.25,1200,,,,,0.663942263,0.035072831
1202,0,1202,1,20.59592069,-53.1016594,8.94383,4.471915 Kilometer,4471.915,1201,,,,,0.682619124,0.037014548
1203,0,1203,1,27.68441264,-57.3407609,8.93936,4.46968 Kilometer,4469.68,1202,,,,,0.702856576,0.039089035
1204,0,1204,1,10.73842978,-25.6945607,8.88453,4.442265 Kilometer,4442.265,1203,,,,,0.66138384,0.034800229
1205,0,1205,1,24.97624615,-67.39911643,8.883501,4.4417505 Kilometer,4441.7505,1204,,,,,0.689677444,0.037709361
1206,0,1206,1,-3.139699115,-40.771959,8.86498,4.43249 Kilometer,4432.49,1205,,,,,0.654577445,0.034091539
1207,0,1207,1,3.667525259,-45.0932595,8.86025,4.430125 Kilometer,4430.125,1206,,,,,0.654407677,0.034073833
1208,0,1208,1,12.25162529,-74.0923562,8.846288,4.423144 Kilometer,4423.144,1207,,,,,0.660334359,0.034686961
1209,0,1209,1,33.6049224,-27.88327576,8.846175,4.4230875 Kilometer,4423.0875,1208,,,,,0.719677843,0.040697777
1210,0,1210,1,-7.676564389,-74.6118793,8.827292,4.413646 Kilometer,4413.646,1209,,,,,0.654253205,0.034056767
1211,0,1211,1,-6.497686174,-23.6748597,8.82121,4.410605 Kilometer,4410.605,1210,,,,,0.652961846,0.033922961
1212,0,1212,1,17.78462357,-67.2338616,8.81933,4.409665 Kilometer,4409.665,1211,,,,,0.667146233,0.035381524
1213,0,1213,1,11.05552919,-47.8938614,8.79408,4.39704 Kilometer,4397.04,1212,,,,,0.655003493,0.034131469
1214,0,1214,1,18.29822249,-68.6605584,8.79363,4.396815 Kilometer,4396.815,1213,,,,,0.666210728,0.035278471
1215,0,1215,1,-5.816445128,-65.56150606,8.792167,4.3960835 Kilometer,4396.0835,1214,,,,,0.650392964,0.033656754
1216,0,1216,1,30.66071046,-38.93153713,8.791237,4.3956185 Kilometer,4395.6185,1215,,,,,0.702343463,0.038916897
1217,0,1217,1,-2.154309761,-48.4398591,8.79108,4.39554 Kilometer,4395.54,1216,,,,,0.648862544,0.033498875
1218,0,1218,1,-8.134144663,-30.8377606,8.78889,4.394445 Kilometer,4394.445,1217,,,,,0.651770842,0.033798553
1219,0,1219,1,29.49921189,-48.7569596,8.78639,4.393195 Kilometer,4393.195,1218,,,,,0.697404089,0.038420194
1220,0,1220,1,34.56393666,-47.03479521,8.785893,4.3929465 Kilometer,4392.9465,1219,,,,,0.719405195,0.040602275
1221,0,1221,1,2.568036917,-54.78124901,8.783463,4.3917315 Kilometer,4391.7315,1220,,,,,0.648396922,0.033450809
1222,0,1222,1,9.827268386,-46.19446156,8.721996,4.360998 Kilometer,4360.998,1221,,,,,0.648335781,0.033441704
1223,0,1223,1,23.11968708,-30.44413957,8.719155,4.3595775 Kilometer,4359.5775,1222,,,,,0.671709305,0.035805181
1224,0,1224,1,16.70792458,-74.1208626,8.70952,4.35476 Kilometer,4354.76,1223,,,,,0.656853722,0.034305075
1225,0,1225,1,4.432970308,-70.222757,8.700793,4.3503965 Kilometer,4350.3965,1224,,,,,0.642934314,0.032889385
1226,0,1226,1,-4.431825474,-66.95896164,8.699991,4.3499955 Kilometer,4349.9955,1225,,,,,0.642874552,0.032883272
1227,0,1227,1,34.51723312,-28.74901974,8.696839,4.3484195 Kilometer,4348.4195,1226,,,,,0.711883954,0.039760876
1228,0,1228,1,23.426518,-31.9181611,8.68699,4.343495 Kilometer,4343.495,1227,,,,,0.670051604,0.035623456
1229,0,1229,1,17.25822478,-68.8249642,8.68402,4.34201 Kilometer,4342.01,1228,,,,,0.655924003,0.034204676
1230,0,1230,1,22.56162021,-33.5033623,8.66301,4.331505 Kilometer,4331.505,1229,,,,,0.665932825,0.035200837
1231,0,1231,1,-0.322814358,-49.5847603,8.63735,4.318675 Kilometer,4318.675,1230,,,,,0.637294198,0.032314916
1232,0,1232,1,-2.177780005,-53.5067612,8.63121,4.315605 Kilometer,4315.605,1231,,,,,0.637066284,0.0322918
1233,0,1233,1,26.48191614,-39.2161614,8.63091,4.315455 Kilometer,4315.455,1232,,,,,0.674655916,0.036048635
1234,0,1234,1,33.15508842,-48.83555135,8.629369,4.3146845 Kilometer,4314.6845,1233,,,,,0.69998129,0.038527207
1235,0,1235,1,6.338080285,-27.67143856,8.624717,4.3123585 Kilometer,4312.3585,1234,,,,,0.638315271,0.032418092
1236,0,1236,1,32.53695774,-63.21996633,8.603506,4.301753 Kilometer,4301.753,1235,,,,,0.69514252,0.038030803
1237,0,1237,1,36.31674885,-62.87174359,8.60037,4.300185 Kilometer,4300.185,1236,,,,,0.713106516,0.039761829
1238,0,1238,1,16.64602592,-31.5658604,8.58497,4.292485 Kilometer,4292.485,1237,,,,,0.647351604,0.033320009
1239,0,1239,1,15.1446048,-58.75978536,8.582904,4.291452 Kilometer,4291.452,1238,,,,,0.644714885,0.033056359
1240,0,1240,1,-4.28527488,-46.84782434,8.566466,4.283233 Kilometer,4283.233,1239,,,,,0.632945398,0.031875303
1241,0,1241,1,0.199775235,-43.7076622,8.55861,4.279305 Kilometer,4279.305,1240,,,,,0.631481389,0.031728111
1242,0,1242,1,15.78902636,-22.23056,8.54369,4.271845 Kilometer,4271.845,1241,,,,,0.642796382,0.032857088
1243,0,1243,1,25.62731654,-57.017862,8.53609,4.268045 Kilometer,4268.045,1242,,,,,0.664621061,0.035004709
1244,0,1244,1,7.488832526,-73.3047616,8.5325,4.26625 Kilometer,4266.25,1243,,,,,0.632263953,0.031805922
1245,0,1245,1,4.727464965,-57.8750588,8.52963,4.264815 Kilometer,4264.815,1244,,,,,0.630415864,0.031620991
1246,0,1246,1,2.640447329,-58.30389928,8.522044,4.261022 Kilometer,4261.022,1245,,,,,0.629115711,0.031490821
1247,0,1247,1,-4.966243334,-73.02084427,8.518437,4.2592185 Kilometer,4259.2185,1246,,,,,0.629699481,0.031549068
1248,0,1248,1,18.08632482,-52.3677613,8.51777,4.258885 Kilometer,4258.885,1247,,,,,0.644902279,0.033059167
1249,0,1249,1,-6.423210751,-54.30533243,8.517289,4.2586445 Kilometer,4258.6445,1248,,,,,0.630416465,0.031620651
1250,0,1250,1,29.25091095,-67.72687167,8.508396,4.254198 Kilometer,4254.198,1249,,,,,0.674428838,0.035939258
1251,0,1251,1,26.31891694,-31.2664601,8.48606,4.24303 Kilometer,4243.03,1250,,,,,0.662825848,0.034799472
1252,0,1252,1,18.8549229,-47.4711625,8.47971,4.239855 Kilometer,4239.855,1251,,,,,0.643517865,0.032911533
1253,0,1253,1,-2.136710098,-21.4554612,8.47461,4.237305 Kilometer,4237.305,1252,,,,,0.62549858,0.031129687
1254,0,1254,1,-3.550028835,-33.0688607,8.46421,4.232105 Kilometer,4232.105,1253,,,,,0.625114174,0.031091399
1255,0,1255,1,33.19396288,-29.40942886,8.45366,4.22683 Kilometer,4226.83,1254,,,,,0.685899995,0.036990463
1256,0,1256,1,-7.756155657,-70.0226571,8.44897,4.224485 Kilometer,4224.485,1255,,,,,0.626270447,0.031205579
1257,0,1257,1,26.9278167,-25.2600609,8.44099,4.220495 Kilometer,4220.495,1256,,,,,0.661211749,0.03461472
1258,0,1258,1,-3.987511211,-37.9166537,8.434277,4.2171385 Kilometer,4217.1385,1257,,,,,0.623060435,0.030887415
1259,0,1259,1,8.805761564,-74.432058,8.42678,4.21339 Kilometer,4213.39,1258,,,,,0.625465502,0.031124759
1260,0,1260,1,-6.672676714,-52.7493607,8.42298,4.21149 Kilometer,4211.49,1259,,,,,0.623592652,0.030939738
1261,0,1261,1,-9.356136046,-29.90110943,8.413773,4.2068865 Kilometer,4206.8865,1260,,,,,0.624984215,0.031076425
1262,0,1262,1,15.39872637,-35.6463601,8.40441,4.202205 Kilometer,4202.205,1261,,,,,0.631699104,0.031734016
1263,0,1263,1,33.28009344,-28.26902151,8.400233,4.2001165 Kilometer,4200.1165,1262,,,,,0.681944907,0.036560221
1264,0,1264,1,34.77537364,-47.2554587,8.39744,4.19872 Kilometer,4198.72,1263,,,,,0.688601043,0.037185488
1265,0,1265,1,-8.110895663,-54.8982598,8.39557,4.197785 Kilometer,4197.785,1264,,,,,0.622582021,0.030838831
1266,0,1266,1,-2.805459433,-42.7506615,8.39302,4.19651 Kilometer,4196.51,1265,,,,,0.619632013,0.030548415
1267,0,1267,1,11.80952915,-40.91876,8.37772,4.18886 Kilometer,4188.86,1266,,,,,0.624832763,0.031058056
1268,0,1268,1,32.4791085,-69.44004495,8.36711,4.183555 Kilometer,4183.555,1267,,,,,0.675795725,0.035946146
1269,0,1269,1,0.164544268,-32.0531613,8.32642,4.16321 Kilometer,4163.21,1268,,,,,0.614347746,0.030029615
1270,0,1270,1,33.7310922,-73.10357826,8.3248,4.1624 Kilometer,4162.4,1269,,,,,0.6778236,0.036094159
1271,0,1271,1,12.73902917,-71.1206643,8.31746,4.15873 Kilometer,4158.73,1270,,,,,0.6214532,0.030721111
1272,0,1272,1,-3.743398892,-36.8734604,8.30862,4.15431 Kilometer,4154.31,1271,,,,,0.613688687,0.029965168
1273,0,1273,1,10.56359952,-74.68127948,8.306357,4.1531785 Kilometer,4153.1785,1272,,,,,0.618160427,0.030400172
1274,0,1274,1,-1.003890886,-67.0988595,8.2942,4.1471 Kilometer,4147.1,1273,,,,,0.612016172,0.02980211
1275,0,1275,1,26.91211809,-33.3683602,8.28877,4.144385 Kilometer,4144.385,1274,,,,,0.649238082,0.033372743
1276,0,1276,1,21.26512174,-29.2173611,8.27426,4.13713 Kilometer,4137.13,1275,,,,,0.632996058,0.031820923
1277,0,1277,1,-10.11675466,-23.5632607,8.27231,4.136155 Kilometer,4136.155,1276,,,,,0.61518273,0.030108459
1278,0,1278,1,26.13451773,-68.4609581,8.23922,4.11961 Kilometer,4119.61,1277,,,,,0.642992925,0.032752183
1279,0,1279,1,11.72902992,-40.3140618,8.2279,4.11395 Kilometer,4113.95,1278,,,,,0.61356686,0.029948256
1280,0,1280,1,18.6936251,-72.0013634,8.22731,4.113655 Kilometer,4113.655,1279,,,,,0.624051158,0.03095155
1281,0,1281,1,26.83351861,-28.8767601,8.21883,4.109415 Kilometer,4109.415,1280,,,,,0.643516302,0.032788979
1282,0,1282,1,-9.682977146,-36.08159506,8.213617,4.1068085 Kilometer,4106.8085,1281,,,,,0.610409989,0.029643535
1283,0,1283,1,31.88227817,-71.17217576,8.1936,4.0968 Kilometer,4096.8,1282,,,,,0.65934641,0.034245396
1284,0,1284,1,14.97942717,-57.5344597,8.19264,4.09632 Kilometer,4096.32,1283,,,,,0.615152803,0.030094812
1285,1,1285,1,22.13892994,-31.18616992,8.176195,4.0880975 Kilometer,4088.0975,1284,8170,22.125,-31.137,19.617,0.627500047,0.03126029
1286,0,1286,1,25.85723605,-62.58905262,8.14116,4.07058 Kilometer,4070.58,1285,,,,,0.634530524,0.031901694
1287,0,1287,1,-9.503455037,-30.5266606,8.13706,4.06853 Kilometer,4068.53,1286,,,,,0.604558037,0.029077975
1288,0,1288,1,18.23692458,-52.8961617,8.1291,4.06455 Kilometer,4064.55,1287,,,,,0.615748583,0.03013656
1289,0,1289,1,4.288435509,-66.0595604,8.12185,4.060925 Kilometer,4060.925,1288,,,,,0.600092913,0.028652003
1290,0,1290,1,7.506292975,-39.1984612,8.10524,4.05262 Kilometer,4052.62,1289,,,,,0.600613171,0.028700992
1291,0,1291,1,14.51942764,-68.0910622,8.10488,4.05244 Kilometer,4052.44,1290,,,,,0.607903607,0.029391188
1292,0,1292,1,26.36621909,-41.4941613,8.1025,4.05125 Kilometer,4051.25,1291,,,,,0.633004756,0.031737321
1293,0,1293,1,-4.781908288,-32.80834969,8.088174,4.044087 Kilometer,4044.087,1292,,,,,0.597809366,0.028434312
1294,0,1294,1,7.232593499,-72.3418633,8.0799,4.03995 Kilometer,4039.95,1293,,,,,0.59854935,0.028504196
1295,0,1295,1,19.47266595,-60.3052484,8.07679,4.038395 Kilometer,4038.395,1294,,,,,0.614137151,0.029969891
1296,0,1296,1,26.46091909,-66.6643578,8.06659,4.033295 Kilometer,4033.295,1295,,,,,0.630479391,0.031482462
1297,0,1297,1,-8.97026576,-59.6716591,8.0448,4.0224 Kilometer,4022.4,1296,,,,,0.597246179,0.028379214
1298,0,1298,1,-7.139006839,-44.5472619,8.03763,4.018815 Kilometer,4018.815,1297,,,,,0.595355679,0.028200798
1299,0,1299,1,5.218844835,-67.8855568,8.03678,4.01839 Kilometer,4018.39,1298,,,,,0.594208842,0.028092712
1300,0,1300,1,-1.678960476,-56.9238602,8.02314,4.01157 Kilometer,4011.57,1299,,,,,0.592094745,0.027893348
1301,0,1301,1,9.246502421,-38.8697602,7.99545,3.997725 Kilometer,3997.725,1300,,,,,0.593814072,0.028053779
1302,0,1302,1,5.838364662,-45.7919594,7.98508,3.99254 Kilometer,3992.54,1301,,,,,0.590696455,0.027761478
1303,0,1303,1,36.45410979,-31.56360524,7.97883,3.989415 Kilometer,3989.415,1302,,,,,0.662246288,0.034282148
1304,0,1304,1,-4.645218504,-73.1168572,7.97005,3.985025 Kilometer,3985.025,1303,,,,,0.589019872,0.027604278
1305,0,1305,1,2.318876748,-38.98126,7.94689,3.973445 Kilometer,3973.445,1304,,,,,0.586581988,0.027376353
1306,0,1306,1,-2.430060099,-28.4364602,7.94617,3.973085 Kilometer,3973.085,1305,,,,,0.586552456,0.027373595
1307,0,1307,1,17.28072623,-73.5454613,7.92135,3.960675 Kilometer,3960.675,1306,,,,,0.598350894,0.028463068
1308,0,1308,1,-5.253607939,-25.7532612,7.91986,3.95993 Kilometer,3959.93,1307,,,,,0.585579858,0.027282653
1309,0,1309,1,34.93366676,-72.08422694,7.91088,3.95544 Kilometer,3955.44,1308,,,,,0.649415858,0.033064112
1310,0,1310,1,12.35462244,-60.01640558,7.904689,3.9523445 Kilometer,3952.3445,1309,,,,,0.590160834,0.027705666
1311,0,1311,1,29.07411687,-54.4109589,7.90378,3.95189 Kilometer,3951.89,1310,,,,,0.625905858,0.030958913
1312,0,1312,1,-10.26125501,-40.9305588,7.89806,3.94903 Kilometer,3949.03,1311,,,,,0.587483737,0.027457854
1313,0,1313,1,-10.61345429,-24.8960606,7.88912,3.94456 Kilometer,3944.56,1312,,,,,0.587155245,0.027426767
1314,0,1314,1,26.150461,-60.95822259,7.885435,3.9427175 Kilometer,3942.7175,1313,,,,,0.615426631,0.030003548
1315,0,1315,1,24.27541033,-41.62213184,7.875534,3.937767 Kilometer,3937.767,1314,,,,,0.609583358,0.029470582
1316,0,1316,1,20.45598924,-52.97672248,7.864801,3.9324005 Kilometer,3932.4005,1315,,,,,0.599970718,0.028594772
1317,0,1317,1,-3.954309139,-54.1878602,7.86194,3.93097 Kilometer,3930.97,1316,,,,,0.580765506,0.026836009
1318,0,1318,1,3.046176518,-66.1124627,7.83988,3.91994 Kilometer,3919.94,1317,,,,,0.578854852,0.026659762
1319,0,1319,1,-3.983016966,-36.42994627,7.833924,3.916962 Kilometer,3916.962,1318,,,,,0.578706026,0.026646016
1320,0,1320,1,25.62731987,-73.4691597,7.83122,3.91561 Kilometer,3915.61,1319,,,,,0.60973567,0.029461552
1321,0,1321,1,26.36078556,-28.20030869,7.831116,3.915558 Kilometer,3915.558,1320,,,,,0.611785983,0.029645242
1322,0,1322,1,-1.278004527,-34.96194535,7.822703,3.9113515 Kilometer,3911.3515,1321,,,,,0.577249285,0.02651203
1323,0,1323,1,14.4682285,-74.7021615,7.81446,3.90723 Kilometer,3907.23,1322,,,,,0.586049337,0.027315893
1324,0,1324,1,13.31682969,-27.3561608,7.81102,3.90551 Kilometer,3905.51,1323,,,,,0.584304908,0.027156529
1325,0,1325,1,-2.236399726,-36.12871693,7.807824,3.903912 Kilometer,3903.912,1324,,,,,0.57629925,0.026424829
1326,0,1326,1,11.9945871,-62.23263092,7.785137,3.8925685 Kilometer,3892.5685,1325,,,,,0.580833852,0.026837413
1327,0,1327,1,27.12793197,-24.39195349,7.774615808,3.887307904 Kilometer,3887.307904,1326,,,,,0.609597939,0.029416685
1328,0,1328,1,34.82612208,-71.96613424,7.771783,3.8858915 Kilometer,3885.8915,1327,,,,,0.637517628,0.03186972
1329,0,1329,1,33.40537875,-40.09345697,7.76526,3.88263 Kilometer,3882.63,1328,,,,,0.63090756,0.031286203
1330,0,1330,1,-10.38835518,-27.3972603,7.75142,3.87571 Kilometer,3875.71,1329,,,,,0.576693415,0.026458284
1331,0,1331,1,27.28420036,-62.02557026,7.748825,3.8744125 Kilometer,3874.4125,1330,,,,,0.608039182,0.029262839
1332,0,1332,1,-1.256330922,-42.1517617,7.7357,3.86785 Kilometer,3867.85,1331,,,,,0.570826811,0.025925366
1333,0,1333,1,8.079733677,-22.0191609,7.73147,3.865735 Kilometer,3865.735,1332,,,,,0.573309331,0.026150379
1334,0,1334,1,27.15271934,-69.0715615,7.72847,3.864235 Kilometer,3864.235,1333,,,,,0.606052765,0.029074966
1335,0,1335,1,30.88607292,-73.51359851,7.724569,3.8622845 Kilometer,3862.2845,1334,,,,,0.617924913,0.030115252
1336,0,1336,1,-11.42035415,-28.2133614,7.72455,3.862275 Kilometer,3862.275,1335,,,,,0.575705982,0.026366503
1337,0,1337,1,-3.966029125,-39.5977608,7.71898,3.85949 Kilometer,3859.49,1336,,,,,0.57020833,0.025869162
1338,0,1338,1,35.55340447,-36.5218952,7.70804,3.85402 Kilometer,3854.02,1337,,,,,0.635551553,0.031630792
1339,0,1339,1,29.34282424,-73.9026172,7.701031,3.8505155 Kilometer,3850.5155,1338,,,,,0.610729945,0.029467834
1340,0,1340,1,7.006527705,-66.36159852,7.667974,3.833987 Kilometer,3833.987,1339,,,,,0.567890871,0.025658764
1341,0,1341,1,28.28591853,-71.73126,7.64859,3.824295 Kilometer,3824.295,1340,,,,,0.603198673,0.028774398
1342,0,1342,1,2.524701187,-57.66086048,7.629428,3.814714 Kilometer,3814.714,1341,,,,,0.563189997,0.02523625
1343,0,1343,1,6.013584899,-21.8664605,7.62487,3.812435 Kilometer,3812.435,1342,,,,,0.56413775,0.025320977
1344,0,1344,1,9.518174739,-60.25606368,7.616109,3.8080545 Kilometer,3808.0545,1343,,,,,0.565862596,0.025474507
1345,0,1345,1,-10.9703817,-74.06775594,7.606878,3.803439 Kilometer,3803.439,1344,,,,,0.566487747,0.025529343
1346,0,1346,1,12.4754306,-71.9719597,7.59571,3.797855 Kilometer,3797.855,1345,,,,,0.567224441,0.025593571
1347,0,1347,1,10.65945089,-74.32173769,7.580941,3.7904705 Kilometer,3790.4705,1346,,,,,0.564259718,0.025329275
1348,0,1348,1,20.68392513,-45.5688607,7.57877,3.789385 Kilometer,3789.385,1347,,,,,0.578601589,0.026591971
1349,0,1349,1,4.317715578,-58.1568619,7.5755,3.78775 Kilometer,3787.75,1348,,,,,0.559732555,0.024927218
1350,0,1350,1,4.475795583,-52.297361,7.57389,3.786945 Kilometer,3786.945,1349,,,,,0.559673089,0.024921911
1351,0,1351,1,-9.010866237,-39.1632592,7.57219,3.786095 Kilometer,3786.095,1350,,,,,0.562188646,0.02514508
1352,0,1352,1,-9.341265643,-43.0735604,7.56514,3.78257 Kilometer,3782.57,1351,,,,,0.561929415,0.02512167
1353,0,1353,1,23.57732336,-46.5317589,7.56214,3.78107 Kilometer,3781.07,1352,,,,,0.583637629,0.027024886
1354,0,1354,1,5.516995061,-43.7252594,7.56189,3.780945 Kilometer,3780.945,1353,,,,,0.559231697,0.024882502
1355,0,1355,1,32.60188373,-65.20935376,7.55408,3.77704 Kilometer,3777.04,1354,,,,,0.610594161,0.029338903
1356,0,1356,1,26.02902182,-48.0758606,7.5513,3.77565 Kilometer,3775.65,1355,,,,,0.589016197,0.027485747
